id,country,year,month,date,monthly_rainfall_mm,average_monthly_rainfall
116,Botswana,1999,Aug,1999-08-01,0.35,32.97
117,Botswana,1999,Sep,1999-09-01,2.94,32.66
118,Botswana,1999,Oct,1999-10-01,17.07,32.47
119,Botswana,1999,Nov,1999-11-01,42.79,31.48
120,Botswana,1999,Dec,1999-12-01,69.06,30.66
121,Botswana,2000,Jan,2000-01-01,113.2,32.46
122,Botswana,2000,Feb,2000-02-01,106.84,35.99
123,Botswana,2000,Mar,2000-03-01,73.36,37.89
124,Botswana,2000,Apr,2000-04-01,30.07,38.93
125,Botswana,2000,May,2000-05-01,8.19,38.79
126,Botswana,2000,Jun,2000-06-01,1.89,38.85
127,Botswana,2000,Jul,2000-07-01,0.77,38.88
128,Botswana,2000,Aug,2000-08-01,0.54,38.89
129,Botswana,2000,Sep,2000-09-01,4.17,39.00
130,Botswana,2000,Oct,2000-10-01,16.8,38.97
131,Botswana,2000,Nov,2000-11-01,50.57,39.62
132,Botswana,2000,Dec,2000-12-01,57.34,38.65
133,Botswana,2001,Jan,2001-01-01,67.52,34.84
134,Botswana,2001,Feb,2001-02-01,99.28,34.21
135,Botswana,2001,Mar,2001-03-01,60.78,33.16
136,Botswana,2001,Apr,2001-04-01,34.91,33.56
137,Botswana,2001,May,2001-05-01,8.74,33.61
138,Botswana,2001,Jun,2001-06-01,1.46,33.57
139,Botswana,2001,Jul,2001-07-01,0.61,33.56
140,Botswana,2001,Aug,2001-08-01,1.08,33.61
141,Botswana,2001,Sep,2001-09-01,8.85,34.00
142,Botswana,2001,Oct,2001-10-01,21.76,34.41
143,Botswana,2001,Nov,2001-11-01,55.79,34.84
144,Botswana,2001,Dec,2001-12-01,65.98,35.56
145,Botswana,2002,Jan,2002-01-01,76.41,36.30
146,Botswana,2002,Feb,2002-02-01,63.18,33.30
147,Botswana,2002,Mar,2002-03-01,41.14,31.66
148,Botswana,2002,Apr,2002-04-01,33.12,31.51
149,Botswana,2002,May,2002-05-01,10.92,31.69
150,Botswana,2002,Jun,2002-06-01,2.34,31.77
151,Botswana,2002,Jul,2002-07-01,0.38,31.75
152,Botswana,2002,Aug,2002-08-01,2.05,31.83
153,Botswana,2002,Sep,2002-09-01,5.93,31.58
154,Botswana,2002,Oct,2002-10-01,21.25,31.54
155,Botswana,2002,Nov,2002-11-01,37.12,29.99
156,Botswana,2002,Dec,2002-12-01,66.41,30.02
157,Botswana,2003,Jan,2003-01-01,76.74,30.05
158,Botswana,2003,Feb,2003-02-01,74,30.95
159,Botswana,2003,Mar,2003-03-01,52.06,31.86
160,Botswana,2003,Apr,2003-04-01,21.82,30.92
161,Botswana,2003,May,2003-05-01,3.74,30.32
162,Botswana,2003,Jun,2003-06-01,2.11,30.30
163,Botswana,2003,Jul,2003-07-01,0.31,30.30
164,Botswana,2003,Aug,2003-08-01,0.62,30.18
165,Botswana,2003,Sep,2003-09-01,4.04,30.02
166,Botswana,2003,Oct,2003-10-01,28.9,30.66
167,Botswana,2003,Nov,2003-11-01,42.92,31.14
168,Botswana,2003,Dec,2003-12-01,51.66,29.91
169,Botswana,2004,Jan,2004-01-01,98.46,31.72
170,Botswana,2004,Feb,2004-02-01,85.52,32.68
171,Botswana,2004,Mar,2004-03-01,73.81,34.49
172,Botswana,2004,Apr,2004-04-01,29.97,35.17
173,Botswana,2004,May,2004-05-01,4.03,35.20
174,Botswana,2004,Jun,2004-06-01,0.99,35.10
175,Botswana,2004,Jul,2004-07-01,0.36,35.11
176,Botswana,2004,Aug,2004-08-01,0.46,35.09
177,Botswana,2004,Sep,2004-09-01,5.35,35.20
178,Botswana,2004,Oct,2004-10-01,19.15,34.39
179,Botswana,2004,Nov,2004-11-01,37.55,33.94
180,Botswana,2004,Dec,2004-12-01,67.4,35.25
181,Botswana,2005,Jan,2005-01-01,87.74,34.36
182,Botswana,2005,Feb,2005-02-01,66.42,32.77
183,Botswana,2005,Mar,2005-03-01,54.93,31.20
184,Botswana,2005,Apr,2005-04-01,29.13,31.13
185,Botswana,2005,May,2005-05-01,5.84,31.28
186,Botswana,2005,Jun,2005-06-01,1,31.28
187,Botswana,2005,Jul,2005-07-01,0.31,31.27
188,Botswana,2005,Aug,2005-08-01,0.41,31.27
189,Botswana,2005,Sep,2005-09-01,2.86,31.06
190,Botswana,2005,Oct,2005-10-01,13.07,30.56
191,Botswana,2005,Nov,2005-11-01,46.86,31.33
192,Botswana,2005,Dec,2005-12-01,68.73,31.44
193,Botswana,2006,Jan,2006-01-01,103.34,32.74
194,Botswana,2006,Feb,2006-02-01,92.54,34.92
195,Botswana,2006,Mar,2006-03-01,59.67,35.31
196,Botswana,2006,Apr,2006-04-01,40.27,36.24
197,Botswana,2006,May,2006-05-01,5.25,36.19
198,Botswana,2006,Jun,2006-06-01,1.34,36.22
199,Botswana,2006,Jul,2006-07-01,0.38,36.23
200,Botswana,2006,Aug,2006-08-01,1.77,36.34
201,Botswana,2006,Sep,2006-09-01,3,36.35
202,Botswana,2006,Oct,2006-10-01,14.83,36.50
203,Botswana,2006,Nov,2006-11-01,46.94,36.51
204,Botswana,2006,Dec,2006-12-01,57.91,35.60
205,Botswana,2007,Jan,2007-01-01,72.91,33.07
206,Botswana,2007,Feb,2007-02-01,58.44,30.23
207,Botswana,2007,Mar,2007-03-01,46.99,29.17
208,Botswana,2007,Apr,2007-04-01,28.86,28.22
209,Botswana,2007,May,2007-05-01,3.55,28.08
210,Botswana,2007,Jun,2007-06-01,2.87,28.20
211,Botswana,2007,Jul,2007-07-01,0.33,28.20
212,Botswana,2007,Aug,2007-08-01,0.44,28.09
213,Botswana,2007,Sep,2007-09-01,9.06,28.59
214,Botswana,2007,Oct,2007-10-01,23.2,29.29
215,Botswana,2007,Nov,2007-11-01,46.31,29.24
216,Botswana,2007,Dec,2007-12-01,68.58,30.13
217,Botswana,2008,Jan,2008-01-01,116.09,33.73
218,Botswana,2008,Feb,2008-02-01,59.96,33.85
219,Botswana,2008,Mar,2008-03-01,61.56,35.07
220,Botswana,2008,Apr,2008-04-01,27.16,34.93
221,Botswana,2008,May,2008-05-01,6.11,35.14
222,Botswana,2008,Jun,2008-06-01,1.54,35.03
223,Botswana,2008,Jul,2008-07-01,0.33,35.03
224,Botswana,2008,Aug,2008-08-01,0.62,35.04
225,Botswana,2008,Sep,2008-09-01,2.7,34.51
226,Botswana,2008,Oct,2008-10-01,15.85,33.90
227,Botswana,2008,Nov,2008-11-01,51.46,34.33
228,Botswana,2008,Dec,2008-12-01,63.8,33.93
229,Botswana,2009,Jan,2009-01-01,91.48,31.88
230,Botswana,2009,Feb,2009-02-01,76.08,33.22
231,Botswana,2009,Mar,2009-03-01,56.64,32.81
232,Botswana,2009,Apr,2009-04-01,20.3,32.24
233,Botswana,2009,May,2009-05-01,8.47,32.44
234,Botswana,2009,Jun,2009-06-01,3.32,32.59
235,Botswana,2009,Jul,2009-07-01,0.83,32.63
236,Botswana,2009,Aug,2009-08-01,0.52,32.62
237,Botswana,2009,Sep,2009-09-01,5.53,32.86
238,Botswana,2009,Oct,2009-10-01,26.68,33.76
239,Botswana,2009,Nov,2009-11-01,46.87,33.38
240,Botswana,2009,Dec,2009-12-01,69.2,33.83
241,Botswana,2010,Jan,2010-01-01,127.9,36.86
242,Botswana,2010,Feb,2010-02-01,100.21,38.87
243,Botswana,2010,Mar,2010-03-01,60.79,39.22
244,Botswana,2010,Apr,2010-04-01,37.75,40.67
245,Botswana,2010,May,2010-05-01,10.23,40.82
246,Botswana,2010,Jun,2010-06-01,0.76,40.61
247,Botswana,2010,Jul,2010-07-01,0.4,40.57
248,Botswana,2010,Aug,2010-08-01,0.44,40.56
249,Botswana,2010,Sep,2010-09-01,1.93,40.26
250,Botswana,2010,Oct,2010-10-01,14.9,39.28
251,Botswana,2010,Nov,2010-11-01,50.11,39.55
252,Botswana,2010,Dec,2010-12-01,69.07,39.54
253,Botswana,2011,Jan,2011-01-01,121.62,39.02
254,Botswana,2011,Feb,2011-02-01,60.68,35.72
255,Botswana,2011,Mar,2011-03-01,98.18,38.84
256,Botswana,2011,Apr,2011-04-01,42.53,39.24
257,Botswana,2011,May,2011-05-01,7.08,38.98
258,Botswana,2011,Jun,2011-06-01,3.25,39.18
259,Botswana,2011,Jul,2011-07-01,0.5,39.19
260,Botswana,2011,Aug,2011-08-01,0.93,39.23
261,Botswana,2011,Sep,2011-09-01,3.09,39.33
262,Botswana,2011,Oct,2011-10-01,22.59,39.97
263,Botswana,2011,Nov,2011-11-01,43.94,39.46
264,Botswana,2011,Dec,2011-12-01,69.02,39.45
265,Botswana,2012,Jan,2012-01-01,73.63,35.45
266,Botswana,2012,Feb,2012-02-01,77.85,36.88
267,Botswana,2012,Mar,2012-03-01,55.55,33.33
268,Botswana,2012,Apr,2012-04-01,26.72,32.01
269,Botswana,2012,May,2012-05-01,3.82,31.74
270,Botswana,2012,Jun,2012-06-01,2.14,31.65
271,Botswana,2012,Jul,2012-07-01,0.49,31.65
272,Botswana,2012,Aug,2012-08-01,0.46,31.61
273,Botswana,2012,Sep,2012-09-01,4.66,31.74
274,Botswana,2012,Oct,2012-10-01,19.8,31.51
275,Botswana,2012,Nov,2012-11-01,38.62,31.06
276,Botswana,2012,Dec,2012-12-01,65.08,30.74
277,Botswana,2013,Jan,2013-01-01,92.11,32.28
278,Botswana,2013,Feb,2013-02-01,70.04,31.62
279,Botswana,2013,Mar,2013-03-01,49.99,31.16
280,Botswana,2013,Apr,2013-04-01,28.95,31.35
281,Botswana,2013,May,2013-05-01,4.03,31.36
282,Botswana,2013,Jun,2013-06-01,0.99,31.27
283,Botswana,2013,Jul,2013-07-01,0.48,31.27
284,Botswana,2013,Aug,2013-08-01,0.48,31.27
285,Botswana,2013,Sep,2013-09-01,3.26,31.15
286,Botswana,2013,Oct,2013-10-01,17.27,30.94
287,Botswana,2013,Nov,2013-11-01,44.44,31.43
288,Botswana,2013,Dec,2013-12-01,81.55,32.80
289,Botswana,2014,Jan,2014-01-01,101.75,33.60
290,Botswana,2014,Feb,2014-02-01,78.06,34.27
291,Botswana,2014,Mar,2014-03-01,32.15,32.78
292,Botswana,2014,Apr,2014-04-01,28.57,32.75
293,Botswana,2014,May,2014-05-01,4.45,32.79
294,Botswana,2014,Jun,2014-06-01,1.05,32.79
295,Botswana,2014,Jul,2014-07-01,0.3,32.78
296,Botswana,2014,Aug,2014-08-01,1.64,32.87
297,Botswana,2014,Sep,2014-09-01,3.07,32.86
298,Botswana,2014,Oct,2014-10-01,15.95,32.75
299,Botswana,2014,Nov,2014-11-01,40.35,32.41
300,Botswana,2014,Dec,2014-12-01,72.62,31.66
301,Botswana,2015,Jan,2015-01-01,73.04,29.27
302,Botswana,2015,Feb,2015-02-01,67.59,28.40
303,Botswana,2015,Mar,2015-03-01,59.12,30.65
304,Botswana,2015,Apr,2015-04-01,31.1,30.86
305,Botswana,2015,May,2015-05-01,3.82,30.80
306,Botswana,2015,Jun,2015-06-01,2.27,30.91
307,Botswana,2015,Jul,2015-07-01,0.83,30.95
308,Botswana,2015,Aug,2015-08-01,0.66,30.87
309,Botswana,2015,Sep,2015-09-01,8.85,31.35
310,Botswana,2015,Oct,2015-10-01,14.85,31.26
311,Botswana,2015,Nov,2015-11-01,38.35,31.09
312,Botswana,2015,Dec,2015-12-01,51.32,29.32
313,Botswana,2016,Jan,2016-01-01,77.79,29.71
314,Botswana,2016,Feb,2016-02-01,66.5,29.62
315,Botswana,2016,Mar,2016-03-01,72.19,30.71
316,Botswana,2016,Apr,2016-04-01,23.35,30.07
317,Botswana,2016,May,2016-05-01,7.05,30.33
318,Botswana,2016,Jun,2016-06-01,1.79,30.29
319,Botswana,2016,Jul,2016-07-01,1.89,30.38
320,Botswana,2016,Aug,2016-08-01,0.5,30.37
321,Botswana,2016,Sep,2016-09-01,3.53,29.93
322,Botswana,2016,Oct,2016-10-01,15.87,30.01
323,Botswana,2016,Nov,2016-11-01,45.74,30.63
324,Botswana,2016,Dec,2016-12-01,69.74,32.16
325,Botswana,2017,Jan,2017-01-01,105.42,34.46
326,Botswana,2017,Feb,2017-02-01,116.91,38.67
327,Botswana,2017,Mar,2017-03-01,46.51,36.53
328,Botswana,2017,Apr,2017-04-01,34.8,37.48
329,Botswana,2017,May,2017-05-01,4.99,37.31
330,Botswana,2017,Jun,2017-06-01,0.96,37.24
331,Botswana,2017,Jul,2017-07-01,0.34,37.11
332,Botswana,2017,Aug,2017-08-01,0.44,37.10
333,Botswana,2017,Sep,2017-09-01,2.85,37.05
334,Botswana,2017,Oct,2017-10-01,24.72,37.79
335,Botswana,2017,Nov,2017-11-01,43.96,37.64
336,Botswana,2017,Dec,2017-12-01,65.15,37.25
337,Botswana,2018,Jan,2018-01-01,82.82,35.37
338,Botswana,2018,Feb,2018-02-01,88.48,33.00
339,Botswana,2018,Mar,2018-03-01,55.26,33.73
340,Botswana,2018,Apr,2018-04-01,27.98,33.16
341,Botswana,2018,May,2018-05-01,6.25,33.27
342,Botswana,2018,Jun,2018-06-01,1.14,33.28
343,Botswana,2018,Jul,2018-07-01,0.75,33.32
344,Botswana,2018,Aug,2018-08-01,0.5,33.32
345,Botswana,2018,Sep,2018-09-01,3.78,33.40
346,Botswana,2018,Oct,2018-10-01,13.65,32.48
347,Botswana,2018,Nov,2018-11-01,37.59,31.95
348,Botswana,2018,Dec,2018-12-01,68.71,32.24
349,Botswana,2019,Jan,2019-01-01,83.66,32.31
350,Botswana,2019,Feb,2019-02-01,81.43,31.73
351,Botswana,2019,Mar,2019-03-01,49.44,31.24
352,Botswana,2019,Apr,2019-04-01,35.99,31.91
353,Botswana,2019,May,2019-05-01,4.9,31.80
354,Botswana,2019,Jun,2019-06-01,1.21,31.80
355,Botswana,2019,Jul,2019-07-01,0.33,31.77
356,Botswana,2019,Aug,2019-08-01,0.47,31.76
357,Botswana,2019,Sep,2019-09-01,3.1,31.71
358,Botswana,2019,Oct,2019-10-01,13.02,31.65
359,Botswana,2019,Nov,2019-11-01,42.27,32.04
360,Botswana,2019,Dec,2019-12-01,69.03,32.07
361,Botswana,2020,Jan,2020-01-01,89.92,32.59
362,Botswana,2020,Feb,2020-02-01,86.31,33.00
363,Botswana,2020,Mar,2020-03-01,54.56,33.43
364,Botswana,2020,Apr,2020-04-01,29.62,32.90
365,Botswana,2020,May,2020-05-01,4.18,32.84
366,Botswana,2020,Jun,2020-06-01,1.3,32.84
367,Botswana,2020,Jul,2020-07-01,0.59,32.86
368,Botswana,2020,Aug,2020-08-01,0.5,32.87
369,Botswana,2020,Sep,2020-09-01,4.44,32.98
370,Botswana,2020,Oct,2020-10-01,20.05,33.56
371,Botswana,2020,Nov,2020-11-01,53.48,34.50
372,Botswana,2020,Dec,2020-12-01,60.31,33.77
373,Botswana,2021,Jan,2021-01-01,95.37,34.23
374,Botswana,2021,Feb,2021-02-01,82.42,33.90
375,Botswana,2021,Mar,2021-03-01,45.94,33.18
376,Botswana,2021,Apr,2021-04-01,23.82,32.70
377,Botswana,2021,May,2021-05-01,3.79,32.67
378,Botswana,2021,Jun,2021-06-01,1.04,32.65
379,Botswana,2021,Jul,2021-07-01,0.31,32.62
380,Botswana,2021,Aug,2021-08-01,0.6,32.63
381,Botswana,2021,Sep,2021-09-01,2.45,32.47
382,Botswana,2021,Oct,2021-10-01,16.45,32.17
383,Botswana,2021,Nov,2021-11-01,47.83,31.69
384,Botswana,2021,Dec,2021-12-01,84.56,33.72
1,Kenya,1990,Jan,1990-01-01,30.97,
2,Kenya,1990,Feb,1990-02-01,60.98,
3,Kenya,1990,Mar,1990-03-01,120.77,
4,Kenya,1990,Apr,1990-04-01,181.11,
5,Kenya,1990,May,1990-05-01,62.12,
6,Kenya,1990,Jun,1990-06-01,18.92,
7,Kenya,1990,Jul,1990-07-01,19.51,
8,Kenya,1990,Aug,1990-08-01,22.75,
9,Kenya,1990,Sep,1990-09-01,21.36,
10,Kenya,1990,Oct,1990-10-01,59.31,
11,Kenya,1990,Nov,1990-11-01,92.43,
12,Kenya,1990,Dec,1990-12-01,79.76,64.17
13,Kenya,1991,Jan,1991-01-01,32.97,64.33
14,Kenya,1991,Feb,1991-02-01,11.47,60.21
15,Kenya,1991,Mar,1991-03-01,75.71,56.45
16,Kenya,1991,Apr,1991-04-01,87.12,48.62
17,Kenya,1991,May,1991-05-01,119.17,53.37
18,Kenya,1991,Jun,1991-06-01,32.22,54.48
19,Kenya,1991,Jul,1991-07-01,36.59,55.91
20,Kenya,1991,Aug,1991-08-01,34.68,56.90
21,Kenya,1991,Sep,1991-09-01,17.07,56.54
22,Kenya,1991,Oct,1991-10-01,44.73,55.33
23,Kenya,1991,Nov,1991-11-01,63.74,52.94
24,Kenya,1991,Dec,1991-12-01,57.99,51.12
25,Kenya,1992,Jan,1992-01-01,13.47,49.50
26,Kenya,1992,Feb,1992-02-01,15.42,49.83
27,Kenya,1992,Mar,1992-03-01,18.47,45.06
28,Kenya,1992,Apr,1992-04-01,129.79,48.61
29,Kenya,1992,May,1992-05-01,83.33,45.63
30,Kenya,1992,Jun,1992-06-01,29.81,45.42
31,Kenya,1992,Jul,1992-07-01,35.95,45.37
32,Kenya,1992,Aug,1992-08-01,33.03,45.23
33,Kenya,1992,Sep,1992-09-01,28.53,46.19
34,Kenya,1992,Oct,1992-10-01,52.04,46.80
35,Kenya,1992,Nov,1992-11-01,108.57,50.53
36,Kenya,1992,Dec,1992-12-01,101.62,54.17
37,Kenya,1993,Jan,1993-01-01,65.87,58.54
38,Kenya,1993,Feb,1993-02-01,51.47,61.54
39,Kenya,1993,Mar,1993-03-01,32.75,62.73
40,Kenya,1993,Apr,1993-04-01,82.99,58.83
41,Kenya,1993,May,1993-05-01,118.56,61.77
42,Kenya,1993,Jun,1993-06-01,48.29,63.31
43,Kenya,1993,Jul,1993-07-01,14.99,61.56
44,Kenya,1993,Aug,1993-08-01,23.56,60.77
45,Kenya,1993,Sep,1993-09-01,14.96,59.64
46,Kenya,1993,Oct,1993-10-01,61.78,60.45
47,Kenya,1993,Nov,1993-11-01,76.95,57.82
48,Kenya,1993,Dec,1993-12-01,46.94,53.26
49,Kenya,1994,Jan,1994-01-01,6.35,48.30
50,Kenya,1994,Feb,1994-02-01,16.85,45.41
51,Kenya,1994,Mar,1994-03-01,53.24,47.12
52,Kenya,1994,Apr,1994-04-01,121.06,50.29
53,Kenya,1994,May,1994-05-01,81.53,47.21
54,Kenya,1994,Jun,1994-06-01,42.47,46.72
55,Kenya,1994,Jul,1994-07-01,43.56,49.10
56,Kenya,1994,Aug,1994-08-01,34.51,50.02
57,Kenya,1994,Sep,1994-09-01,18.4,50.30
58,Kenya,1994,Oct,1994-10-01,92.02,52.82
59,Kenya,1994,Nov,1994-11-01,170.76,60.64
60,Kenya,1994,Dec,1994-12-01,56.73,61.46
61,Kenya,1995,Jan,1995-01-01,10.14,61.77
62,Kenya,1995,Feb,1995-02-01,33.25,63.14
63,Kenya,1995,Mar,1995-03-01,70.95,64.62
64,Kenya,1995,Apr,1995-04-01,159.56,67.82
65,Kenya,1995,May,1995-05-01,71.71,67.01
66,Kenya,1995,Jun,1995-06-01,23.09,65.39
67,Kenya,1995,Jul,1995-07-01,27.53,64.05
68,Kenya,1995,Aug,1995-08-01,33.52,63.97
69,Kenya,1995,Sep,1995-09-01,26.87,64.68
70,Kenya,1995,Oct,1995-10-01,87.93,64.34
71,Kenya,1995,Nov,1995-11-01,74.08,56.28
72,Kenya,1995,Dec,1995-12-01,45.13,55.31
73,Kenya,1996,Jan,1996-01-01,24.54,56.51
74,Kenya,1996,Feb,1996-02-01,26.83,55.98
75,Kenya,1996,Mar,1996-03-01,77.03,56.49
76,Kenya,1996,Apr,1996-04-01,77.61,49.66
77,Kenya,1996,May,1996-05-01,89.94,51.18
78,Kenya,1996,Jun,1996-06-01,45.68,53.06
79,Kenya,1996,Jul,1996-07-01,31.78,53.41
80,Kenya,1996,Aug,1996-08-01,26.72,52.85
81,Kenya,1996,Sep,1996-09-01,23.24,52.54
82,Kenya,1996,Oct,1996-10-01,21.52,47.01
83,Kenya,1996,Nov,1996-11-01,88.04,48.17
84,Kenya,1996,Dec,1996-12-01,7.9,45.07
85,Kenya,1997,Jan,1997-01-01,9.44,43.81
86,Kenya,1997,Feb,1997-02-01,1.58,41.71
87,Kenya,1997,Mar,1997-03-01,45.14,39.05
88,Kenya,1997,Apr,1997-04-01,200.74,49.31
89,Kenya,1997,May,1997-05-01,79.04,48.40
90,Kenya,1997,Jun,1997-06-01,45.36,48.38
91,Kenya,1997,Jul,1997-07-01,26.5,47.94
92,Kenya,1997,Aug,1997-08-01,28.94,48.12
93,Kenya,1997,Sep,1997-09-01,9.28,46.96
94,Kenya,1997,Oct,1997-10-01,188.18,60.85
95,Kenya,1997,Nov,1997-11-01,243.89,73.83
96,Kenya,1997,Dec,1997-12-01,119.22,83.11
97,Kenya,1998,Jan,1998-01-01,58.85,87.23
98,Kenya,1998,Feb,1998-02-01,56.05,91.77
99,Kenya,1998,Mar,1998-03-01,51.94,92.33
100,Kenya,1998,Apr,1998-04-01,123.31,85.88
101,Kenya,1998,May,1998-05-01,161.77,92.77
102,Kenya,1998,Jun,1998-06-01,67.59,94.63
103,Kenya,1998,Jul,1998-07-01,39.55,95.71
104,Kenya,1998,Aug,1998-08-01,30.53,95.85
105,Kenya,1998,Sep,1998-09-01,22.05,96.91
106,Kenya,1998,Oct,1998-10-01,31.58,83.86
107,Kenya,1998,Nov,1998-11-01,75.46,69.83
108,Kenya,1998,Dec,1998-12-01,13.67,61.03
109,Kenya,1999,Jan,1999-01-01,17.54,57.59
110,Kenya,1999,Feb,1999-02-01,3.78,53.23
111,Kenya,1999,Mar,1999-03-01,88.57,56.28
112,Kenya,1999,Apr,1999-04-01,103.25,54.61
113,Kenya,1999,May,1999-05-01,59.94,46.13
114,Kenya,1999,Jun,1999-06-01,31.22,43.10
115,Kenya,1999,Jul,1999-07-01,33.54,42.59
116,Kenya,1999,Aug,1999-08-01,34.92,42.96
117,Kenya,1999,Sep,1999-09-01,21.15,42.89
118,Kenya,1999,Oct,1999-10-01,63.95,45.58
119,Kenya,1999,Nov,1999-11-01,108.98,48.38
120,Kenya,1999,Dec,1999-12-01,46.58,51.12
121,Kenya,2000,Jan,2000-01-01,13.38,50.77
122,Kenya,2000,Feb,2000-02-01,6.26,50.98
123,Kenya,2000,Mar,2000-03-01,42.77,47.16
124,Kenya,2000,Apr,2000-04-01,81.13,45.32
125,Kenya,2000,May,2000-05-01,56.8,45.06
126,Kenya,2000,Jun,2000-06-01,36.98,45.54
127,Kenya,2000,Jul,2000-07-01,18.16,44.26
128,Kenya,2000,Aug,2000-08-01,34.83,44.25
129,Kenya,2000,Sep,2000-09-01,24.24,44.51
130,Kenya,2000,Oct,2000-10-01,57.69,43.98
131,Kenya,2000,Nov,2000-11-01,81.69,41.71
132,Kenya,2000,Dec,2000-12-01,44.5,41.54
133,Kenya,2001,Jan,2001-01-01,65.86,45.91
134,Kenya,2001,Feb,2001-02-01,8.74,46.12
135,Kenya,2001,Mar,2001-03-01,65.79,48.03
136,Kenya,2001,Apr,2001-04-01,109.89,50.43
137,Kenya,2001,May,2001-05-01,63.69,51.01
138,Kenya,2001,Jun,2001-06-01,35.53,50.88
139,Kenya,2001,Jul,2001-07-01,29.99,51.87
140,Kenya,2001,Aug,2001-08-01,28.96,51.38
141,Kenya,2001,Sep,2001-09-01,27.43,51.65
142,Kenya,2001,Oct,2001-10-01,42.65,50.39
143,Kenya,2001,Nov,2001-11-01,132.7,54.64
144,Kenya,2001,Dec,2001-12-01,27.06,53.19
145,Kenya,2002,Jan,2002-01-01,29.71,50.18
146,Kenya,2002,Feb,2002-02-01,45.52,53.24
147,Kenya,2002,Mar,2002-03-01,47.22,51.70
148,Kenya,2002,Apr,2002-04-01,194.51,58.75
149,Kenya,2002,May,2002-05-01,94.04,61.28
150,Kenya,2002,Jun,2002-06-01,18.19,59.83
151,Kenya,2002,Jul,2002-07-01,19.03,58.92
152,Kenya,2002,Aug,2002-08-01,28.46,58.88
153,Kenya,2002,Sep,2002-09-01,43.29,60.20
154,Kenya,2002,Oct,2002-10-01,87.24,63.91
155,Kenya,2002,Nov,2002-11-01,80.11,59.53
156,Kenya,2002,Dec,2002-12-01,127.38,67.89
157,Kenya,2003,Jan,2003-01-01,10.21,66.27
158,Kenya,2003,Feb,2003-02-01,5.26,62.91
159,Kenya,2003,Mar,2003-03-01,47.02,62.90
160,Kenya,2003,Apr,2003-04-01,183.93,62.01
161,Kenya,2003,May,2003-05-01,127.47,64.80
162,Kenya,2003,Jun,2003-06-01,26.81,65.52
163,Kenya,2003,Jul,2003-07-01,28.55,66.31
164,Kenya,2003,Aug,2003-08-01,27.96,66.27
165,Kenya,2003,Sep,2003-09-01,25.71,64.80
166,Kenya,2003,Oct,2003-10-01,56.53,62.25
167,Kenya,2003,Nov,2003-11-01,78.22,62.09
168,Kenya,2003,Dec,2003-12-01,32.77,54.20
169,Kenya,2004,Jan,2004-01-01,42.71,56.91
170,Kenya,2004,Feb,2004-02-01,20.13,58.15
171,Kenya,2004,Mar,2004-03-01,55.85,58.89
172,Kenya,2004,Apr,2004-04-01,134.19,54.74
173,Kenya,2004,May,2004-05-01,78.53,50.66
174,Kenya,2004,Jun,2004-06-01,32.31,51.12
175,Kenya,2004,Jul,2004-07-01,26.59,50.96
176,Kenya,2004,Aug,2004-08-01,28.19,50.98
177,Kenya,2004,Sep,2004-09-01,23.41,50.79
178,Kenya,2004,Oct,2004-10-01,75.1,52.33
179,Kenya,2004,Nov,2004-11-01,94.43,53.68
180,Kenya,2004,Dec,2004-12-01,46.97,54.87
181,Kenya,2005,Jan,2005-01-01,21.74,53.12
182,Kenya,2005,Feb,2005-02-01,21.07,53.20
183,Kenya,2005,Mar,2005-03-01,57.7,53.35
184,Kenya,2005,Apr,2005-04-01,84.91,49.25
185,Kenya,2005,May,2005-05-01,93.97,50.53
186,Kenya,2005,Jun,2005-06-01,29.86,50.33
187,Kenya,2005,Jul,2005-07-01,27.9,50.44
188,Kenya,2005,Aug,2005-08-01,31.64,50.73
189,Kenya,2005,Sep,2005-09-01,24.96,50.85
190,Kenya,2005,Oct,2005-10-01,67.42,50.21
191,Kenya,2005,Nov,2005-11-01,47.98,46.34
192,Kenya,2005,Dec,2005-12-01,35.93,45.42
193,Kenya,2006,Jan,2006-01-01,23.05,45.53
194,Kenya,2006,Feb,2006-02-01,21.67,45.58
195,Kenya,2006,Mar,2006-03-01,83.25,47.71
196,Kenya,2006,Apr,2006-04-01,142.97,52.55
197,Kenya,2006,May,2006-05-01,91.79,52.37
198,Kenya,2006,Jun,2006-06-01,25.47,52.00
199,Kenya,2006,Jul,2006-07-01,25.07,51.77
200,Kenya,2006,Aug,2006-08-01,44.32,52.82
201,Kenya,2006,Sep,2006-09-01,43.59,54.38
202,Kenya,2006,Oct,2006-10-01,82.1,55.60
203,Kenya,2006,Nov,2006-11-01,144.26,63.62
204,Kenya,2006,Dec,2006-12-01,68.12,66.31
205,Kenya,2007,Jan,2007-01-01,28.1,66.73
206,Kenya,2007,Feb,2007-02-01,25.4,67.04
207,Kenya,2007,Mar,2007-03-01,57.98,64.93
208,Kenya,2007,Apr,2007-04-01,132.67,64.07
209,Kenya,2007,May,2007-05-01,97.17,64.52
210,Kenya,2007,Jun,2007-06-01,31.71,65.04
211,Kenya,2007,Jul,2007-07-01,40.47,66.32
212,Kenya,2007,Aug,2007-08-01,69.04,68.38
213,Kenya,2007,Sep,2007-09-01,59.25,69.69
214,Kenya,2007,Oct,2007-10-01,48.37,66.88
215,Kenya,2007,Nov,2007-11-01,74.38,61.06
216,Kenya,2007,Dec,2007-12-01,51.95,59.71
