id,country,year,month,mm
39,Kenya,1993,Mar,32.75
40,Kenya,1993,Apr,82.99
41,Kenya,1993,May,118.56
42,Kenya,1993,Jun,48.29
43,Kenya,1993,Jul,14.99
44,Kenya,1993,Aug,23.56
45,Kenya,1993,Sep,14.96
46,Kenya,1993,Oct,61.78
47,Kenya,1993,Nov,76.95
48,Kenya,1993,Dec,46.94
49,Kenya,1994,Jan,6.35
50,Kenya,1994,Feb,16.85
51,Kenya,1994,Mar,53.24
52,Kenya,1994,Apr,121.06
53,Kenya,1994,May,81.53
54,Kenya,1994,Jun,42.47
55,Kenya,1994,Jul,43.56
56,Kenya,1994,Aug,34.51
57,Kenya,1994,Sep,18.4
58,Kenya,1994,Oct,92.02
59,Kenya,1994,Nov,170.76
60,Kenya,1994,Dec,56.73
61,Kenya,1995,Jan,10.14
62,Kenya,1995,Feb,33.25
63,Kenya,1995,Mar,70.95
64,Kenya,1995,Apr,159.56
65,Kenya,1995,May,71.71
66,Kenya,1995,Jun,23.09
67,Kenya,1995,Jul,27.53
68,Kenya,1995,Aug,33.52
69,Kenya,1995,Sep,26.87
70,Kenya,1995,Oct,87.93
71,Kenya,1995,Nov,74.08
72,Kenya,1995,Dec,45.13
73,Kenya,1996,Jan,24.54
74,Kenya,1996,Feb,26.83
75,Kenya,1996,Mar,77.03
76,Kenya,1996,Apr,77.61
77,Kenya,1996,May,89.94
78,Kenya,1996,Jun,45.68
79,Kenya,1996,Jul,31.78
80,Kenya,1996,Aug,26.72
81,Kenya,1996,Sep,23.24
82,Kenya,1996,Oct,21.52
83,Kenya,1996,Nov,88.04
84,Kenya,1996,Dec,7.9
85,Kenya,1997,Jan,9.44
86,Kenya,1997,Feb,1.58
87,Kenya,1997,Mar,45.14
88,Kenya,1997,Apr,200.74
89,Kenya,1997,May,79.04
90,Kenya,1997,Jun,45.36
91,Kenya,1997,Jul,26.5
92,Kenya,1997,Aug,28.94
93,Kenya,1997,Sep,9.28
94,Kenya,1997,Oct,188.18
95,Kenya,1997,Nov,243.89
96,Kenya,1997,Dec,119.22
97,Kenya,1998,Jan,58.85
98,Kenya,1998,Feb,56.05
99,Kenya,1998,Mar,51.94
100,Kenya,1998,Apr,123.31
101,Kenya,1998,May,161.77
102,Kenya,1998,Jun,67.59
103,Kenya,1998,Jul,39.55
104,Kenya,1998,Aug,30.53
105,Kenya,1998,Sep,22.05
106,Kenya,1998,Oct,31.58
107,Kenya,1998,Nov,75.46
108,Kenya,1998,Dec,13.67
109,Kenya,1999,Jan,17.54
110,Kenya,1999,Feb,3.78
111,Kenya,1999,Mar,88.57
112,Kenya,1999,Apr,103.25
113,Kenya,1999,May,59.94
114,Kenya,1999,Jun,31.22
115,Kenya,1999,Jul,33.54
116,Kenya,1999,Aug,34.92
117,Kenya,1999,Sep,21.15
118,Kenya,1999,Oct,63.95
119,Kenya,1999,Nov,108.98
120,Kenya,1999,Dec,46.58
121,Kenya,2000,Jan,13.38
122,Kenya,2000,Feb,6.26
123,Kenya,2000,Mar,42.77
124,Kenya,2000,Apr,81.13
125,Kenya,2000,May,56.8
126,Kenya,2000,Jun,36.98
127,Kenya,2000,Jul,18.16
128,Kenya,2000,Aug,34.83
129,Kenya,2000,Sep,24.24
130,Kenya,2000,Oct,57.69
131,Kenya,2000,Nov,81.69
132,Kenya,2000,Dec,44.5
133,Kenya,2001,Jan,65.86
134,Kenya,2001,Feb,8.74
135,Kenya,2001,Mar,65.79
136,Kenya,2001,Apr,109.89
137,Kenya,2001,May,63.69
138,Kenya,2001,Jun,35.53
139,Kenya,2001,Jul,29.99
140,Kenya,2001,Aug,28.96
141,Kenya,2001,Sep,27.43
142,Kenya,2001,Oct,42.65
143,Kenya,2001,Nov,132.7
144,Kenya,2001,Dec,27.06
145,Kenya,2002,Jan,29.71
146,Kenya,2002,Feb,45.52
147,Kenya,2002,Mar,47.22
148,Kenya,2002,Apr,194.51
149,Kenya,2002,May,94.04
150,Kenya,2002,Jun,18.19
151,Kenya,2002,Jul,19.03
152,Kenya,2002,Aug,28.46
153,Kenya,2002,Sep,43.29
154,Kenya,2002,Oct,87.24
155,Kenya,2002,Nov,80.11
156,Kenya,2002,Dec,127.38
157,Kenya,2003,Jan,10.21
158,Kenya,2003,Feb,5.26
159,Kenya,2003,Mar,47.02
160,Kenya,2003,Apr,183.93
161,Kenya,2003,May,127.47
162,Kenya,2003,Jun,26.81
163,Kenya,2003,Jul,28.55
164,Kenya,2003,Aug,27.96
165,Kenya,2003,Sep,25.71
166,Kenya,2003,Oct,56.53
167,Kenya,2003,Nov,78.22
168,Kenya,2003,Dec,32.77
169,Kenya,2004,Jan,42.71
170,Kenya,2004,Feb,20.13
171,Kenya,2004,Mar,55.85
172,Kenya,2004,Apr,134.19
173,Kenya,2004,May,78.53
174,Kenya,2004,Jun,32.31
175,Kenya,2004,Jul,26.59
176,Kenya,2004,Aug,28.19
177,Kenya,2004,Sep,23.41
178,Kenya,2004,Oct,75.1
179,Kenya,2004,Nov,94.43
180,Kenya,2004,Dec,46.97
181,Kenya,2005,Jan,21.74
182,Kenya,2005,Feb,21.07
183,Kenya,2005,Mar,57.7
184,Kenya,2005,Apr,84.91
185,Kenya,2005,May,93.97
186,Kenya,2005,Jun,29.86
187,Kenya,2005,Jul,27.9
188,Kenya,2005,Aug,31.64
189,Kenya,2005,Sep,24.96
190,Kenya,2005,Oct,67.42
191,Kenya,2005,Nov,47.98
192,Kenya,2005,Dec,35.93
193,Kenya,2006,Jan,23.05
194,Kenya,2006,Feb,21.67
195,Kenya,2006,Mar,83.25
196,Kenya,2006,Apr,142.97
197,Kenya,2006,May,91.79
198,Kenya,2006,Jun,25.47
199,Kenya,2006,Jul,25.07
200,Kenya,2006,Aug,44.32
201,Kenya,2006,Sep,43.59
202,Kenya,2006,Oct,82.1
203,Kenya,2006,Nov,144.26
204,Kenya,2006,Dec,68.12
205,Kenya,2007,Jan,28.1
206,Kenya,2007,Feb,25.4
207,Kenya,2007,Mar,57.98
208,Kenya,2007,Apr,132.67
209,Kenya,2007,May,97.17
210,Kenya,2007,Jun,31.71
211,Kenya,2007,Jul,40.47
212,Kenya,2007,Aug,69.04
213,Kenya,2007,Sep,59.25
214,Kenya,2007,Oct,48.37
215,Kenya,2007,Nov,74.38
216,Kenya,2007,Dec,51.95
217,Kenya,2008,Jan,24.06
218,Kenya,2008,Feb,28.16
219,Kenya,2008,Mar,109.82
220,Kenya,2008,Apr,103.95
221,Kenya,2008,May,80.18
222,Kenya,2008,Jun,30.45
223,Kenya,2008,Jul,23.47
224,Kenya,2008,Aug,30.24
225,Kenya,2008,Sep,31.24
226,Kenya,2008,Oct,87.48
227,Kenya,2008,Nov,111.23
228,Kenya,2008,Dec,27.44
229,Kenya,2009,Jan,28.32
230,Kenya,2009,Feb,26.34
231,Kenya,2009,Mar,33.04
232,Kenya,2009,Apr,119.57
233,Kenya,2009,May,81.86
234,Kenya,2009,Jun,29.62
235,Kenya,2009,Jul,27.88
236,Kenya,2009,Aug,22.84
237,Kenya,2009,Sep,19.61
238,Kenya,2009,Oct,120.84
239,Kenya,2009,Nov,89.72
240,Kenya,2009,Dec,83.69
241,Kenya,2010,Jan,37.46
242,Kenya,2010,Feb,40.45
243,Kenya,2010,Mar,90.58
244,Kenya,2010,Apr,130.13
245,Kenya,2010,May,84.53
246,Kenya,2010,Jun,37.19
247,Kenya,2010,Jul,26.38
248,Kenya,2010,Aug,37.45
249,Kenya,2010,Sep,23.53
250,Kenya,2010,Oct,54.2
251,Kenya,2010,Nov,69.24
252,Kenya,2010,Dec,44.46
253,Kenya,2011,Jan,21.17
254,Kenya,2011,Feb,26.95
255,Kenya,2011,Mar,81.05
256,Kenya,2011,Apr,81.3
257,Kenya,2011,May,91.2
258,Kenya,2011,Jun,29.98
259,Kenya,2011,Jul,20.32
260,Kenya,2011,Aug,29.62
261,Kenya,2011,Sep,32.3
262,Kenya,2011,Oct,81.22
263,Kenya,2011,Nov,112.9
264,Kenya,2011,Dec,40.36
265,Kenya,2012,Jan,32.2
266,Kenya,2012,Feb,17.52
267,Kenya,2012,Mar,33.62
268,Kenya,2012,Apr,158.49
269,Kenya,2012,May,101.88
270,Kenya,2012,Jun,37.44
271,Kenya,2012,Jul,27.23
272,Kenya,2012,Aug,39.12
273,Kenya,2012,Sep,37.3
274,Kenya,2012,Oct,92.22
275,Kenya,2012,Nov,126.86
276,Kenya,2012,Dec,112.91
277,Kenya,2013,Jan,35.29
278,Kenya,2013,Feb,21.86
279,Kenya,2013,Mar,128.25
280,Kenya,2013,Apr,161.06
281,Kenya,2013,May,76.29
282,Kenya,2013,Jun,26.86
283,Kenya,2013,Jul,25.09
284,Kenya,2013,Aug,53.71
285,Kenya,2013,Sep,40.55
286,Kenya,2013,Oct,40.74
287,Kenya,2013,Nov,84.86
288,Kenya,2013,Dec,73.77
289,Kenya,2014,Jan,20.48
290,Kenya,2014,Feb,32.36
291,Kenya,2014,Mar,67.82
292,Kenya,2014,Apr,73.45
293,Kenya,2014,May,71.46
294,Kenya,2014,Jun,42.67
295,Kenya,2014,Jul,28.42
296,Kenya,2014,Aug,33.95
297,Kenya,2014,Sep,32.45
298,Kenya,2014,Oct,66.11
299,Kenya,2014,Nov,105.67
300,Kenya,2014,Dec,52.4
301,Kenya,2015,Jan,26.24
302,Kenya,2015,Feb,25.84
303,Kenya,2015,Mar,60.85
304,Kenya,2015,Apr,148.69
305,Kenya,2015,May,100.02
306,Kenya,2015,Jun,44.31
307,Kenya,2015,Jul,30.12
308,Kenya,2015,Aug,30.02
309,Kenya,2015,Sep,31.21
310,Kenya,2015,Oct,81.98
311,Kenya,2015,Nov,163.58
312,Kenya,2015,Dec,65.31
313,Kenya,2016,Jan,48.65
314,Kenya,2016,Feb,18.51
315,Kenya,2016,Mar,35.33
316,Kenya,2016,Apr,174.9
317,Kenya,2016,May,76.32
318,Kenya,2016,Jun,33.02
319,Kenya,2016,Jul,30.3
320,Kenya,2016,Aug,25.23
321,Kenya,2016,Sep,14.35
322,Kenya,2016,Oct,43.32
323,Kenya,2016,Nov,119.28
324,Kenya,2016,Dec,92.95
325,Kenya,2017,Jan,25.57
326,Kenya,2017,Feb,27.61
327,Kenya,2017,Mar,64.31
328,Kenya,2017,Apr,276.18
329,Kenya,2017,May,90.08
330,Kenya,2017,Jun,22.55
331,Kenya,2017,Jul,59.07
332,Kenya,2017,Aug,45.98
333,Kenya,2017,Sep,35.7
334,Kenya,2017,Oct,120.43
335,Kenya,2017,Nov,261.66
336,Kenya,2017,Dec,29.45
337,Kenya,2018,Jan,35.54
338,Kenya,2018,Feb,46.76
339,Kenya,2018,Mar,64.73
340,Kenya,2018,Apr,151.07
341,Kenya,2018,May,185.09
342,Kenya,2018,Jun,64.46
343,Kenya,2018,Jul,22.88
344,Kenya,2018,Aug,54.02
345,Kenya,2018,Sep,31.91
346,Kenya,2018,Oct,58.3
347,Kenya,2018,Nov,47.63
348,Kenya,2018,Dec,73.02
349,Kenya,2019,Jan,57.29
350,Kenya,2019,Feb,49.9
351,Kenya,2019,Mar,96.92
352,Kenya,2019,Apr,145.31
353,Kenya,2019,May,102.1
354,Kenya,2019,Jun,39.85
355,Kenya,2019,Jul,39.27
356,Kenya,2019,Aug,32.35
357,Kenya,2019,Sep,20.52
358,Kenya,2019,Oct,245.16
359,Kenya,2019,Nov,181.7
360,Kenya,2019,Dec,135.77
361,Kenya,2020,Jan,87.18
362,Kenya,2020,Feb,27.68
363,Kenya,2020,Mar,68.16
364,Kenya,2020,Apr,151.98
365,Kenya,2020,May,66.05
366,Kenya,2020,Jun,27.3
367,Kenya,2020,Jul,88.06
368,Kenya,2020,Aug,43.38
369,Kenya,2020,Sep,38.68
370,Kenya,2020,Oct,70.24
371,Kenya,2020,Nov,95.9
372,Kenya,2020,Dec,43.92
373,Kenya,2021,Jan,68.9
374,Kenya,2021,Feb,43.81
375,Kenya,2021,Mar,116.91
376,Kenya,2021,Apr,149.84
377,Kenya,2021,May,105.95
378,Kenya,2021,Jun,14.8
379,Kenya,2021,Jul,70.65
380,Kenya,2021,Aug,29.56
381,Kenya,2021,Sep,44.86
382,Kenya,2021,Oct,118.94
383,Kenya,2021,Nov,211.1
384,Kenya,2021,Dec,53.8
1,Madagascar,1990,Jan,227.31
2,Madagascar,1990,Feb,221.57
3,Madagascar,1990,Mar,82.59
4,Madagascar,1990,Apr,151.3
5,Madagascar,1990,May,67.29
6,Madagascar,1990,Jun,47.71
7,Madagascar,1990,Jul,30.89
8,Madagascar,1990,Aug,40.74
9,Madagascar,1990,Sep,22.16
10,Madagascar,1990,Oct,43.38
11,Madagascar,1990,Nov,68.53
12,Madagascar,1990,Dec,139
13,Madagascar,1991,Jan,181.69
14,Madagascar,1991,Feb,219.59
15,Madagascar,1991,Mar,229.19
16,Madagascar,1991,Apr,146.09
17,Madagascar,1991,May,27.6
18,Madagascar,1991,Jun,68.21
19,Madagascar,1991,Jul,35.17
20,Madagascar,1991,Aug,24.76
21,Madagascar,1991,Sep,22.93
22,Madagascar,1991,Oct,93.71
23,Madagascar,1991,Nov,67.65
24,Madagascar,1991,Dec,236.43
25,Madagascar,1992,Jan,419.06
26,Madagascar,1992,Feb,300.56
27,Madagascar,1992,Mar,151.93
28,Madagascar,1992,Apr,94.48
29,Madagascar,1992,May,34.05
30,Madagascar,1992,Jun,42.77
31,Madagascar,1992,Jul,44.19
32,Madagascar,1992,Aug,32.78
33,Madagascar,1992,Sep,29.37
34,Madagascar,1992,Oct,35.2
35,Madagascar,1992,Nov,126.64
36,Madagascar,1992,Dec,190.38
37,Madagascar,1993,Jan,311.69
38,Madagascar,1993,Feb,406.41
39,Madagascar,1993,Mar,205.88
40,Madagascar,1993,Apr,91.25
41,Madagascar,1993,May,38.67
42,Madagascar,1993,Jun,42.21
43,Madagascar,1993,Jul,40.38
44,Madagascar,1993,Aug,44.28
45,Madagascar,1993,Sep,14.56
46,Madagascar,1993,Oct,51.26
47,Madagascar,1993,Nov,62.07
48,Madagascar,1993,Dec,230.45
49,Madagascar,1994,Jan,273.28
50,Madagascar,1994,Feb,315.88
51,Madagascar,1994,Mar,162.74
52,Madagascar,1994,Apr,75
53,Madagascar,1994,May,50.11
54,Madagascar,1994,Jun,33.46
55,Madagascar,1994,Jul,27.07
56,Madagascar,1994,Aug,59.28
57,Madagascar,1994,Sep,30.64
58,Madagascar,1994,Oct,102.1
59,Madagascar,1994,Nov,46.02
60,Madagascar,1994,Dec,173.94
61,Madagascar,1995,Jan,389.38
62,Madagascar,1995,Feb,280.36
63,Madagascar,1995,Mar,137.01
64,Madagascar,1995,Apr,127.7
65,Madagascar,1995,May,86.73
66,Madagascar,1995,Jun,26.45
67,Madagascar,1995,Jul,32.3
68,Madagascar,1995,Aug,32.18
69,Madagascar,1995,Sep,21.35
70,Madagascar,1995,Oct,34.29
71,Madagascar,1995,Nov,75.54
72,Madagascar,1995,Dec,254.5
73,Madagascar,1996,Jan,421.11
74,Madagascar,1996,Feb,321.01
75,Madagascar,1996,Mar,332.6
76,Madagascar,1996,Apr,50.78
77,Madagascar,1996,May,44.56
78,Madagascar,1996,Jun,31.84
79,Madagascar,1996,Jul,39.1
80,Madagascar,1996,Aug,21.53
81,Madagascar,1996,Sep,23.4
82,Madagascar,1996,Oct,29.84
83,Madagascar,1996,Nov,26.6
84,Madagascar,1996,Dec,194.01
85,Madagascar,1997,Jan,419.24
86,Madagascar,1997,Feb,316.92
87,Madagascar,1997,Mar,136.12
88,Madagascar,1997,Apr,63.28
89,Madagascar,1997,May,93.29
90,Madagascar,1997,Jun,45.88
91,Madagascar,1997,Jul,46
92,Madagascar,1997,Aug,35.7
93,Madagascar,1997,Sep,33.69
94,Madagascar,1997,Oct,56.66
95,Madagascar,1997,Nov,100.41
96,Madagascar,1997,Dec,224.13
97,Madagascar,1998,Jan,296.38
98,Madagascar,1998,Feb,488
99,Madagascar,1998,Mar,116.3
100,Madagascar,1998,Apr,111.21
101,Madagascar,1998,May,46.02
102,Madagascar,1998,Jun,36.05
103,Madagascar,1998,Jul,43.01
104,Madagascar,1998,Aug,73.78
105,Madagascar,1998,Sep,65.53
106,Madagascar,1998,Oct,27.02
107,Madagascar,1998,Nov,69.22
108,Madagascar,1998,Dec,297.24
109,Madagascar,1999,Jan,264.44
110,Madagascar,1999,Feb,234.28
111,Madagascar,1999,Mar,230.36
112,Madagascar,1999,Apr,75.29
113,Madagascar,1999,May,48.22
114,Madagascar,1999,Jun,49.4
115,Madagascar,1999,Jul,51.93
116,Madagascar,1999,Aug,42.95
117,Madagascar,1999,Sep,30.63
118,Madagascar,1999,Oct,41.61
119,Madagascar,1999,Nov,68.82
120,Madagascar,1999,Dec,277.57
121,Madagascar,2000,Jan,271.58
122,Madagascar,2000,Feb,233.46
123,Madagascar,2000,Mar,163.41
124,Madagascar,2000,Apr,67.62
125,Madagascar,2000,May,38.1
126,Madagascar,2000,Jun,40.19
127,Madagascar,2000,Jul,62.8
128,Madagascar,2000,Aug,55.64
129,Madagascar,2000,Sep,25.67
130,Madagascar,2000,Oct,53.6
131,Madagascar,2000,Nov,146.1
132,Madagascar,2000,Dec,237.33
133,Madagascar,2001,Jan,395.37
134,Madagascar,2001,Feb,196.9
135,Madagascar,2001,Mar,249.49
136,Madagascar,2001,Apr,44.36
137,Madagascar,2001,May,47.19
138,Madagascar,2001,Jun,55.97
139,Madagascar,2001,Jul,57.08
140,Madagascar,2001,Aug,51.55
141,Madagascar,2001,Sep,34.59
142,Madagascar,2001,Oct,54.13
143,Madagascar,2001,Nov,112.28
144,Madagascar,2001,Dec,230.29
145,Madagascar,2002,Jan,294.97
146,Madagascar,2002,Feb,254.14
147,Madagascar,2002,Mar,211.2
148,Madagascar,2002,Apr,92.74
149,Madagascar,2002,May,64.41
150,Madagascar,2002,Jun,65.75
151,Madagascar,2002,Jul,40.12
152,Madagascar,2002,Aug,52.48
153,Madagascar,2002,Sep,51.33
154,Madagascar,2002,Oct,50.63
155,Madagascar,2002,Nov,111.3
156,Madagascar,2002,Dec,305.22
157,Madagascar,2003,Jan,436.37
158,Madagascar,2003,Feb,212.67
159,Madagascar,2003,Mar,247.92
160,Madagascar,2003,Apr,73.37
161,Madagascar,2003,May,48.93
162,Madagascar,2003,Jun,40.23
163,Madagascar,2003,Jul,59.88
164,Madagascar,2003,Aug,29.11
165,Madagascar,2003,Sep,53.76
166,Madagascar,2003,Oct,25.73
167,Madagascar,2003,Nov,82.05
168,Madagascar,2003,Dec,166.56
169,Madagascar,2004,Jan,328.79
170,Madagascar,2004,Feb,244.92
171,Madagascar,2004,Mar,235.51
172,Madagascar,2004,Apr,76.98
173,Madagascar,2004,May,50.9
174,Madagascar,2004,Jun,57.19
175,Madagascar,2004,Jul,51.84
176,Madagascar,2004,Aug,26.06
177,Madagascar,2004,Sep,39.21
178,Madagascar,2004,Oct,61.94
179,Madagascar,2004,Nov,100.21
180,Madagascar,2004,Dec,280.45
181,Madagascar,2005,Jan,301.14
182,Madagascar,2005,Feb,186.29
183,Madagascar,2005,Mar,225.61
184,Madagascar,2005,Apr,75.33
185,Madagascar,2005,May,47.36
186,Madagascar,2005,Jun,27.8
187,Madagascar,2005,Jul,99.31
188,Madagascar,2005,Aug,50.23
189,Madagascar,2005,Sep,35.42
190,Madagascar,2005,Oct,56.73
191,Madagascar,2005,Nov,112.31
192,Madagascar,2005,Dec,244.35
193,Madagascar,2006,Jan,292.43
194,Madagascar,2006,Feb,265.43
195,Madagascar,2006,Mar,199.87
196,Madagascar,2006,Apr,92.3
197,Madagascar,2006,May,59.29
198,Madagascar,2006,Jun,52.86
199,Madagascar,2006,Jul,55.81
200,Madagascar,2006,Aug,50.05
201,Madagascar,2006,Sep,34.33
202,Madagascar,2006,Oct,56.54
203,Madagascar,2006,Nov,112.1
204,Madagascar,2006,Dec,228.86
205,Madagascar,2007,Jan,289.59
206,Madagascar,2007,Feb,255
207,Madagascar,2007,Mar,196.24
208,Madagascar,2007,Apr,91.17
209,Madagascar,2007,May,58.68
210,Madagascar,2007,Jun,53.06
211,Madagascar,2007,Jul,57.3
212,Madagascar,2007,Aug,50.52
213,Madagascar,2007,Sep,36.12
214,Madagascar,2007,Oct,57.06
215,Madagascar,2007,Nov,112.77
216,Madagascar,2007,Dec,235.24
217,Madagascar,2008,Jan,301.47
218,Madagascar,2008,Feb,259.33
219,Madagascar,2008,Mar,199.85
220,Madagascar,2008,Apr,90.4
221,Madagascar,2008,May,58.41
222,Madagascar,2008,Jun,52.9
223,Madagascar,2008,Jul,56.48
224,Madagascar,2008,Aug,50.37
225,Madagascar,2008,Sep,34.83
226,Madagascar,2008,Oct,64.2
227,Madagascar,2008,Nov,120.62
228,Madagascar,2008,Dec,235.21
229,Madagascar,2009,Jan,279.43
230,Madagascar,2009,Feb,252.09
231,Madagascar,2009,Mar,205.48
232,Madagascar,2009,Apr,118.38
233,Madagascar,2009,May,55.66
234,Madagascar,2009,Jun,63.73
235,Madagascar,2009,Jul,55.03
236,Madagascar,2009,Aug,61.94
237,Madagascar,2009,Sep,36.07
238,Madagascar,2009,Oct,56.89
239,Madagascar,2009,Nov,115.89
240,Madagascar,2009,Dec,231.35
241,Madagascar,2010,Jan,301.38
242,Madagascar,2010,Feb,259.55
243,Madagascar,2010,Mar,204.38
244,Madagascar,2010,Apr,91.08
245,Madagascar,2010,May,46.86
246,Madagascar,2010,Jun,54.54
247,Madagascar,2010,Jul,40.55
248,Madagascar,2010,Aug,51.3
249,Madagascar,2010,Sep,35.25
250,Madagascar,2010,Oct,49.96
251,Madagascar,2010,Nov,98.55
252,Madagascar,2010,Dec,170.72
253,Madagascar,2011,Jan,296.51
254,Madagascar,2011,Feb,259.06
255,Madagascar,2011,Mar,187.2
256,Madagascar,2011,Apr,124.2
257,Madagascar,2011,May,59.59
258,Madagascar,2011,Jun,32.18
259,Madagascar,2011,Jul,25.34
260,Madagascar,2011,Aug,52.9
261,Madagascar,2011,Sep,35.02
262,Madagascar,2011,Oct,56.43
263,Madagascar,2011,Nov,87.79
264,Madagascar,2011,Dec,163.45
265,Madagascar,2012,Jan,299.34
266,Madagascar,2012,Feb,299.05
267,Madagascar,2012,Mar,170.27
268,Madagascar,2012,Apr,155.69
269,Madagascar,2012,May,43.92
270,Madagascar,2012,Jun,35.96
271,Madagascar,2012,Jul,27.75
272,Madagascar,2012,Aug,25.8
273,Madagascar,2012,Sep,23.18
274,Madagascar,2012,Oct,64.99
275,Madagascar,2012,Nov,106.58
276,Madagascar,2012,Dec,139.79
277,Madagascar,2013,Jan,316.8
278,Madagascar,2013,Feb,341.42
279,Madagascar,2013,Mar,180.14
280,Madagascar,2013,Apr,63.67
281,Madagascar,2013,May,64.44
282,Madagascar,2013,Jun,36.86
283,Madagascar,2013,Jul,32.4
284,Madagascar,2013,Aug,36.06
285,Madagascar,2013,Sep,19.66
286,Madagascar,2013,Oct,79.74
287,Madagascar,2013,Nov,133.94
288,Madagascar,2013,Dec,197.57
289,Madagascar,2014,Jan,295.66
290,Madagascar,2014,Feb,252.68
291,Madagascar,2014,Mar,205.66
292,Madagascar,2014,Apr,77.94
293,Madagascar,2014,May,35.96
294,Madagascar,2014,Jun,38.65
295,Madagascar,2014,Jul,103.4
296,Madagascar,2014,Aug,36.53
297,Madagascar,2014,Sep,18.6
298,Madagascar,2014,Oct,37.71
299,Madagascar,2014,Nov,189.14
300,Madagascar,2014,Dec,240.68
301,Madagascar,2015,Jan,302.79
302,Madagascar,2015,Feb,267.71
303,Madagascar,2015,Mar,197.64
304,Madagascar,2015,Apr,50.33
305,Madagascar,2015,May,54.22
306,Madagascar,2015,Jun,44.97
307,Madagascar,2015,Jul,34.89
308,Madagascar,2015,Aug,42.74
309,Madagascar,2015,Sep,22.71
310,Madagascar,2015,Oct,45.74
311,Madagascar,2015,Nov,86.31
312,Madagascar,2015,Dec,222.47
313,Madagascar,2016,Jan,259.55
314,Madagascar,2016,Feb,245.65
315,Madagascar,2016,Mar,204.22
316,Madagascar,2016,Apr,86.23
317,Madagascar,2016,May,61.38
318,Madagascar,2016,Jun,94.92
319,Madagascar,2016,Jul,57.27
320,Madagascar,2016,Aug,25.22
321,Madagascar,2016,Sep,17.1
322,Madagascar,2016,Oct,30.28
323,Madagascar,2016,Nov,60.53
324,Madagascar,2016,Dec,109.72
325,Madagascar,2017,Jan,177.19
326,Madagascar,2017,Feb,188.94
327,Madagascar,2017,Mar,258.86
328,Madagascar,2017,Apr,82.35
329,Madagascar,2017,May,37.84
330,Madagascar,2017,Jun,44.59
331,Madagascar,2017,Jul,64.76
332,Madagascar,2017,Aug,68.04
333,Madagascar,2017,Sep,29.5
334,Madagascar,2017,Oct,51.19
335,Madagascar,2017,Nov,134.31
336,Madagascar,2017,Dec,204.85
337,Madagascar,2018,Jan,341.54
338,Madagascar,2018,Feb,297.25
339,Madagascar,2018,Mar,233.65
340,Madagascar,2018,Apr,84.58
341,Madagascar,2018,May,35.73
342,Madagascar,2018,Jun,26.81
343,Madagascar,2018,Jul,118.69
344,Madagascar,2018,Aug,24.39
345,Madagascar,2018,Sep,17.46
346,Madagascar,2018,Oct,40.21
347,Madagascar,2018,Nov,107.82
348,Madagascar,2018,Dec,177.83
349,Madagascar,2019,Jan,293.51
350,Madagascar,2019,Feb,251.9
351,Madagascar,2019,Mar,260.52
352,Madagascar,2019,Apr,94.34
353,Madagascar,2019,May,59.34
354,Madagascar,2019,Jun,52.68
355,Madagascar,2019,Jul,32.32
356,Madagascar,2019,Aug,25.83
357,Madagascar,2019,Sep,43.58
358,Madagascar,2019,Oct,39.34
359,Madagascar,2019,Nov,179.03
360,Madagascar,2019,Dec,222.85
361,Madagascar,2020,Jan,307.82
362,Madagascar,2020,Feb,265.11
363,Madagascar,2020,Mar,168.9
364,Madagascar,2020,Apr,84.01
365,Madagascar,2020,May,43.45
366,Madagascar,2020,Jun,44.61
367,Madagascar,2020,Jul,40.62
368,Madagascar,2020,Aug,21.62
369,Madagascar,2020,Sep,42.78
370,Madagascar,2020,Oct,59.9
371,Madagascar,2020,Nov,112.55
372,Madagascar,2020,Dec,181.57
373,Madagascar,2021,Jan,209.01
374,Madagascar,2021,Feb,231.14
375,Madagascar,2021,Mar,209.68
376,Madagascar,2021,Apr,79.34
377,Madagascar,2021,May,39.74
378,Madagascar,2021,Jun,54.25
379,Madagascar,2021,Jul,58.26
380,Madagascar,2021,Aug,44.83
381,Madagascar,2021,Sep,27.87
382,Madagascar,2021,Oct,37.3
383,Madagascar,2021,Nov,113.84
384,Madagascar,2021,Dec,229.64
1,Namibia,1990,Jan,75.39
2,Namibia,1990,Feb,40.73
3,Namibia,1990,Mar,65.73
4,Namibia,1990,Apr,26.15
5,Namibia,1990,May,0.55
6,Namibia,1990,Jun,0.63
7,Namibia,1990,Jul,0.22
8,Namibia,1990,Aug,0.26
9,Namibia,1990,Sep,0.51
10,Namibia,1990,Oct,6.97
11,Namibia,1990,Nov,15.62
12,Namibia,1990,Dec,36.98
13,Namibia,1991,Jan,74.44
14,Namibia,1991,Feb,79.79
15,Namibia,1991,Mar,44.94
16,Namibia,1991,Apr,2.89
17,Namibia,1991,May,0.21
18,Namibia,1991,Jun,0.43
19,Namibia,1991,Jul,0.32
20,Namibia,1991,Aug,0.08
21,Namibia,1991,Sep,5.4
22,Namibia,1991,Oct,15.26
23,Namibia,1991,Nov,29.25
24,Namibia,1991,Dec,62.93
25,Namibia,1992,Jan,32.51
26,Namibia,1992,Feb,21.04
27,Namibia,1992,Mar,37.04
28,Namibia,1992,Apr,5.24
29,Namibia,1992,May,0.33
30,Namibia,1992,Jun,0.18
31,Namibia,1992,Jul,0.28
32,Namibia,1992,Aug,0.13
33,Namibia,1992,Sep,2.19
